"time"|"timestring"|"quote"|"title"|"author"|
"15:00"|"three o’clock"|"“And now it was three o’clock. The Antichrist had been on Earth for fifteen hours, and one angel and one demon had been drinking solidly for three of them.”"|"Good Omens"|"Terry Pratchett, Neil Gaiman"|"unknown"
"15:00"|"afternoon at 3:00"|"Theo-Soc met every weekday afternoon at 3:00 in a large-windowed classroom on the second floor of Memorial Hall."|"The Truth Machine"|"James L. Halperin"|"unknown"
"15:04"|"four minutes past three"|"He saw the clock in the town-hall tower standing at four minutes past three on that hot and windless late-July afternoon."|"The Tommyknockers"|"Stephen King"|"unknown"
"15:05"|"3:05 P.M."|"For one moment Ruth could see the bones of the bats standing out clearly, as if in an X-ray picture. Then all the green turned black. It was 3:05 P.M."|"The Tommyknockers"|"Stephen King"|"unknown"
"15:13"|"3:13"|"George checked his watch. It was 3:13. He reached for the pocket in his coat, the coat Edie was still wearing. He found the dragon's head."|"Stoneheart"|"Charlie Fletcher"|"unknown"
"15:15"|"three-fifteen"|"The boss had had something rather more spectacular than a bowel movement; at three-fifteen that day he had done something in his pants that was the equivalent of a shit A-bomb."|"The Tommyknockers"|"Stephen King"|"unknown"
"15:15"|"quarter past three"|"Gordon was alone. He wandered back to the door. The strawberry-nosed man glanced over his shoulder, caught Gordon's eye, and moved off, foiled. He had been on the point of slipping Edgar Wallace into his pocket. The clock over the Prince of Wales struck a quarter past three."|"Keep the Aspidistra Flying"|"George Orwell"|"unknown"
"15:16"|1516|"The Nimrod rendezvoused with the light aircraft at 1516 GMT."|"The Crow Road"|"Iain Banks"|"unknown"
"15:20"|"3:20"|"He checked his watch. Only 3:20, but that was close enough for government work. Claudette Albertson surprised him. “No, it’s Mr. Hayes, right down here on the first floor with us.” “Are you sure?” Dan had played a game of checkers with Charlie Hayes just that afternoon, and for a man with acute myelogenous leukemia, he’d seemed as lively as a cricket."|"Doctor Sleep"|"Stephen King"|"unknown"
"15:23"|"three twenty-three"|"Three twenty-three! Is that all? Doesn't time - no, I've already said that, thought that. I sit and watch the seconds change on the watch. I used to have a limited edition Rolex worth the price of a new car but I lost it."|"Espedair Street"|"Iain Banks"|"unknown"
"15:23"|"three twenty-three"|"Three twenty-three! Is that all? Doesn't time - no, I've already said that, thought that. I sit and watch the seconds change on the watch. I used to have a limited edition Rolex worth the price of a new car but I lost it. It was present from...Christine? No, Inez. She got fed up with me always having to ask other people what the time was; embarrassed on my behalf."|"Espedair Street "|"Iain Banks"|"unknown"
"15:29"|"nearly half-past three"|"""Good heavens!"" she said, ""it's nearly half-past three. I must fly. Don't forget about the funeral service,"" she added, as she put on her coat. ""The tapers, the black coffin in the middle of the aisle, the nuns in their white-winged coifs, the gloomy chanting, and the poor cowering creature without any teeth, her face all caved in like an old woman's, wondering whether she wasn't really and in fact dead - wondering whether she wasn't already in hell. Goodbye."""|"Nuns at Luncheon"|"Aldous Huxley"|"unknown"
"15:30"|"half-past three"|"There wasn’t the faintest trace of writing on any of them, not even Auntie Mabel’s Birthday, or dentist, half-past three."|"Harry Potter and the Chamber of Secrets"|"J.K. Rowling"|"unknown"
"15:31"|"3:31"|"George checked his watch. It read 3:31."|"Stoneheart"|"Charlie Fletcher"|"unknown"
"15:33"|"three thirty-three"|"I picked up my briefcase, glancing at my watch again as I did so. Three thirty-three."|"11/22/63"|"Stephen King"|"unknown"
"15:37"|15.37|"The explosion was now officially designated an ""Act of God"". But, thought Dirk, what god? And why? What god would be hanging around Terminal Two of Heathrow Airport trying to catch the 15.37 flight to Oslo?"|"The Long Dark Tea Time of the Soul"|"Douglas Adams"|"unknown"
"15:39"|"three thirty-nine"|"I lived two lives in late 1965 and early 1963, one in Dallas and one in Jodie. They came together at three thirty-nine in the afternoon of April 10."|"11/22/63"|"Stephen King"|"unknown"
"15:41"|"15:41"|"At 15:41 GMT, the Cessna's engine began to cut out and the plane - presumably out of fuel - began to lose altitude"|"The Crow Road"|"Iain Banks"|"unknown"
"15:42"|"3:42"|"He looked at his watch: 3:42. They’d be in there until four thirty at least. He didn’t know what he was going to do. He turned away and leaned back against the building."|"Stoneheart"|"Charlie Fletcher"|"unknown"
"15:45"|"3:45pm"|"I opened my notebook, flipped almost to the end before I found a blank page, and wrote October 5th, 3:45pm, Dunning to Longview Cem, puts flowers on parents’ (?) graves. Rain."|"11:22:63"|"Stephen King"|"unknown"
"15:45"|"3.45pm"|"I opened my notebook, flipped almost to the end before I found a blank page, and wrote ""October 5th, 3.45pm, Dunning to Longview Cem, puts flowers on parents' (?) graves. Rain."" I had what I wanted."|"11/22/63"|"Stephen King"|"unknown"
"15:53"|"seven minutes to four"|"It was like the clouds lifting away from the sun. Jodie glanced at Reacher. He glanced at the clock. Seven minutes to four. Less than three hours to go."|"Tripwire"|"Lee Child"|"unknown"
"15:56"|"four minutes to four"|"Four minutes to four. Newman sighed again, lost in thought."|"Tripwire"|"Lee Child"|"unknown"
"15:57"|"357"|"Watney: 145 holes today. 357 total."|"The Martian"|"Andy Weir"|"unknown"
"16:00"|"four"|"“If ever you are passing my way,’ said Bilbo, ’don’t wait to knock! Tea is at four, but any of you are welcome at any time.”"|"The Hobbit"|"J.R.R. Tolkien"|"unknown"
"16:00"|"four o’clock"|"They stood at the iron rail, not talking among themselves, just watching. And taking long slow deep breaths, like tourists from the Midwest standing for the first time on Pemaquid Point or Quoddy Head in Maine, breathing deep of the fresh sea air. As a sign of respect, Rose took off her tophat and held it by her side. At four o’clock they trooped back to their encampment in the parking lot, invigorated. They would return the next day, and the day after that, and the day after that. They would return until the good steam was exhausted, and then they would move on."|"Doctor Sleep"|"Stephen King"|"unknown"
"16:00"|"four o’clock"|"She lay down at four o’clock, not expecting to sleep a wink, but her healing body had its own priorities. She went under almost instantly, and when she woke to the insistent dah-dah-dah of her bedside clock, she was glad she had set the alarm. Outside, a gusty October breeze was combing leaves from the trees and sending them across her backyard in colorful skitters. The light had gone that strange and depthless gold which seems the exclusive property of late-fall afternoons in New England."|"Full Dark, No Stars"|"Stephen King"|"unknown"
"16:00"|"four"|"“If you ever pass through Bag End, tea is at four. You are welcome anytime. Don’t bother knocking!”"|"The Hobbit"|"J.R.R Tolkien"|"unknown"
"16:00"|"four o’clock"|"In the end, it was the Sunday afternoons he couldn’t cope with, and that terrible listlessness that starts to set in about 2.55, when you know you’ve had all the baths you can usefully have that day, that however hard you stare at any given paragraph in the newspaper you will never actually read it, or use the revolutionary new pruning technique it describes, and that as you stare at the clock the hands will move relentlessly on to four o’clock, and you will enter the long dark teatime of the soul."|"Life, the universe and everything "|"Douglas Adams"|"unknown"
"16:00"|"struck four"|"In the four thousand rooms of the Centre the four thousand electric clocks simultaneously struck four. Discarnate voices called from the trumpet mouths. ""Main Day-shift off duty. Second Day-shift take over. Main Day-shift off …"""|"Brave New World "|"Aldous Huxley"|"unknown"
"16:10"|"4:10"|"The class broke up at 4:10. Charles Scoggins started to walk toward Pete, but backed off when he saw David West speaking to him."|"The Truth Machine"|"James L. Halperin"|"unknown"
"16:21"|"4.21pm"|"4.21pm As they started on, Doug picked up a twig and after rubbing it off, started to move one end of it inside his mouth. ""What are you doing?"" Bob asked. ""Brushing my teeth, nature style,"" Doug answered. Bob grunted, smiling slightly. ""I'll use my toothbrush,"" he said."|"Hunted Past Reason"|"Richard Matheson"|"unknown"
"16:30"|"four thirty"|"He looked at his watch: 3:42. They’d be in there until four thirty at least. He didn’t know what he was going to do. He turned away and leaned back against the building."|"Stoneheart"|"Charlie Fletcher"|"unknown"
"17:00"|"five o'clock"|"He found it harder to concentrate on drills that afternoon and when he left the building at five o'clock, he was still so worried that he walked straight into someone just outside the door."|"Harry Potter and the Philosopher's Stone "|"JK Rowling"|"unknown"
"17:00"|"17:00"|"I finished my day at 17:00 after drilling 131 holes. Not as good as yesterday, but I lost some time to the drill malfunction."|"The Martian"|"Andy Weir"|"unknown"
"17:10"|"ten after five"|"The earpiece crackled and he scrawled down the numbers. Cut the switchboard off and dialed Holly’s pager. Just got a long low tone telling him the pager was switched off. Then he tried the cell phone number. He got an electronic bleep and a recorded message of a woman telling him the phone he was dialing was unreachable. He hung up and looked around the room. It was ten after five, Monday afternoon."|"Die Trying"|"Lee Child"|"unknown"
"17:20"|"5:20"|"Crow checked the time: 5:20. The President normally rose at 5:45. Good."|"Saturn Run"|"John Sandford"|"unknown"
"17:30"|"5:30"|"Gaddis finally broke up the class at about 5:30. They would all return tomorrow. As Pete left Memorial Hall, several students including David West and Charles Scoggins introduced themselves."|"The Truth Machine"|"James L. Halperin"|"unknown"
"17:43"|"5:43"|"It’s 5:43. Time is racing, racing."|"If it Bleeds"|"Stephen King"|"unknown"
"17:45"|"5:45"|"Crow checked the time: 5:20. The President normally rose at 5:45. Good."|"Saturn Run"|"John Sandford"|"unknown"
"17:57"|"nearly six o'clock"|"When he arrived it was nearly six o'clock, and the sun was setting full and warm, and the red light streamed in through the window and gave more colour to the pale cheeks."|"Dracula "|"Bram Stoker"|"unknown"
"17:58"|"nearly six o'clock"|"It was nearly six o'clock in the evening, and the absurd bell in the six-foot tin steeple of the church went clank-clank, clank- clank! as old Mattu pulled the rope within.'"|"Burmese Days"|"George Orwell"|"unknown"
"17:59"|"nearly six o'clock"|"When he arrived it was nearly six o'clock, and the sun was setting full and warm, and the red light streamed in through the window and gave more colour to the pale cheeks."|"Dracula"|"Bram Stoker"|"unknown"
"18:00"|"Six o’clock"|"“Would a minute have mattered? No, probably not, although his young son appeared to have a very accurate internal clock. Possibly even 2 minutes would be okay. Three minutes, even. You could go to five minutes, perhaps. But that was just it. If you could go for five minutes, then you’d go to ten, then half an hour, a couple of hours…and not see your son all evening. So that was that. Six o’clock, prompt. Every day. Read to young Sam. No excuses. He’d promised himself that. No excuses. No excuses at all. Once you had a good excuse, you opened the door to bad excuses.” "|"Thud!"|"Terry Pratchett"|"unknown"
"18:00"|"six"|"Dan lay awake until six. Then he dressed and once more made the trek to the Red Apple. This time he did not hesitate, only instead of extracting two bottles of Bird from the cooler, he took three. What was it they used to say? Good big or go home."|"Doctor Sleep"|"Stephen King"|"unknown"
"18:00"|"Six o’clock"|"“Would a minute have mattered? No, probably not, although his young son appeared to have a very accurate internal clock. Possibly even 2 minutes would be okay. Three minutes, even. You could go to five minutes, perhaps. But that was just it. If you could go for five minutes, then you’d go to ten, then half an hour, a couple of hours…and not see your son all evening. So that was that. Six o’clock, prompt. Every day. Read to young Sam. No excuses. He’d promised himself that."|"Thud"|"Terry Pratchett"|"unknown"
"18:25"|6.25|"I have this moment, while writing, had a wire from Jonathan saying that he leaves by the 6.25 tonight from Launceston and will be here at 10.18, so that I shall have no fear tonight."|"Dracula"|"Bram Stoker"|"unknown"
"18:30"|"SIX-THIRTY"|"SIX-THIRTY ON REACHER’S watch, the motion inside the truck changed. Six hours and four minutes they’d cruised steadily, maybe fifty-five or sixty miles an hour, while the heat peaked and fell away. He’d sat, hot and rocking and bouncing in the dark with the wheel well between him and Holly Johnson, ticking off the distance against a map inside his head."|"Die Trying"|"Lee Childs"|"unknown"
"18:51"|"6:51"|"The square of light in the kitchen doorway had faded to thin purple; his watch said 6:51."|"Salem's Lot"|"Stephen King"|"unknown"
"18:59"|"About seven o’clock"|"About seven o’clock in the evening she had died, and her frantic husband had made a frightful scene in his efforts to kill West, whom he wildly blamed for not saving her life. Friends had held him when he drew a stiletto, but West departed amidst his inhuman shrieks, curses, and oaths of vengeance."|"Herbert West - Reanimator "|"H. P. Lovecraft"|"unknown"
"19:00"|"seven o’clock"|"At seven o’clock Holly is still in her office, going over invoices that don’t really need her attention."|"If it Bleeds"|"Stephen King"|"unknown"
"19:00"|"seven o’clock"|"Anne made her way across the dooryard, trailing a steadying hand along the side of Bobbi’s truck. When she had passed the truck, she reached at once for the porch railing. She looked up, and in the slanting light of seven o’clock, Gardener thought the woman looked both aged and ageless."|"The Tommyknockers"|"Stephen King"|"unknown"
"19:00"|"seven o’clock"|"By seven o’clock, all the guests had arrived, led into the house by Fred and George, who had waited for them at the end of the lane."|"Harry Potter and the Deathly Hallows"|"JK Rowling"|"unknown"
"19:00"|"seven o’clock"|"The clocks were chiming seven o’clock. ‘Ah Mr Lipwig,’ said Lord Vetinari, looking up. ‘Thank you so much for dropping in. It has been such a busy day, has it not? Drumknott, do help Mr Lipwig to a chair.  Prophecy can be very exhausting, I believe.’"|"Going Postal"|"Terry Pratchett"|"unknown"
"19:00"|"seven"|"Billy closes his eyes and goes to sleep. At seven that evening, he’s eating a room service dinner and watching The Asphalt Jungle on his laptop. It’s a jinxed one last job picture, for sure. The phone rings. It’s Ken Hoff. He tells Billy where they’ll meet tomorrow afternoon. Billy doesn’t have to write it down. Writing things down can be dangerous, and he’s got a good memory."|"Billy Summers"|"Stephen King"|"unknown"
"19:00"|"seven o’clock"|"“It contains your new Nimbus Two Thousand, but I don’t want everybody knowing you’ve got a broomstick or they’ll all want one. Oliver Wood will meet you tonight on the Quidditch field at seven o’clock for your first training session. """|"Harry Potter and the Sorcerer’s Stone"|"J.K. Rowling"|"unknown"
"19:00"|"seven"|"The town clock struck seven. The echoes of the great chime wandered in the unlit halls of the library. An autumn leaf, very crisp, fell somewhere in the dark. But it was only the page of a book, turning."|"Something Wicked This Way Comes "|"Ray Bradbury"|"unknown"
"19:15"|"fifteen minutes past seven"|"The raft drifted steadily north. “There must be a current.” The current was carrying them north, toward the hotel. He looked at his watch and was astonished to see it was fifteen minutes past seven. Only fifteen minutes had passed since he had last looked at his watch. It seemed like two hours."|"Jurassic Park"|"Michael Crichton"|"unknown"
"19:20"|"nineteen-twenty"|"Winston lit the burner and set a pan of water to boil. He had brought an envelope full of Victory Coffee and some saccharine tablets. The clock’s hands said seven-twenty: it was nineteen-twenty really."|1984|"George Orwell"|"unknown"
"19:20"|"seven-twenty"|"Winston lit the burner and set a pan of water to boil. He had brought an envelope full of Victory Coffee and some saccharine tablets. The clock’s hands said seven-twenty: it was nineteen-twenty really."|1984|"George Orwell"|"unknown"
"19:30"|"7:30 p.m."|"Randall went to bed at 7:30 p.m. without being coaxed, and gently rocked himself to sleep. Unlike most five-year-olds he looked forward to sleeping, because every night he would have the same dream."|"The Truth Machine"|"James L. Halperin"|"unknown"
"19:42"|"seven, and forty-two minutes"|"“I had been in the tech ninja sleeve only a few hours—seven, and forty-two minutes according to the time display chipped into my upper-left field of vision—but there were none of the usual download side effects.”"|"Altered Carbon"|"Richard K. Morgan"|"unknown"
"19:51"|"7:51"|"At 7:51, Santeros appeared on-screen. She looked almost... sweet, Fang-Castro thought. The power of digital makeup."|"Saturn Run"|"John Sandford"|"unknown"
"19:58"|"7.58pm."|"Robert Langdon stole an anxious glance at his wristwatch: 7.58pm. The smiling face of Mickey Mouse did little to cheer him up."|"The Lost Symbol"|"Dan Brown"|"unknown"
"20:00"|"8:00 P.M."|"The ten directors now sitting in the conference room were irritable and impatient. It was 8:00 P.M. They had been talking among themselves for the last ten minutes, but slowly had fallen silent."|"Jurassic Park"|"Michael Crichton"|"unknown"
"20:00"|"At eight"|"""I trace the words, I'll arrive to collect you for drinks at eight on Saturday."""|"Tell-All "|"Chuck Palahniuk"|"unknown"
"20:00"|"eight o'clock"|"Arthur thought he could even bear to listen to the album of bagpipe music he had won. It was eight o'clock and he decided he would make himself, force himself, to listen to the whole record before he phoned her."|"So Long, and Thanks for All the Fish"|"Douglas Adams"|"unknown"
"20:01"|"a little after eight o'clock"|"It was only a little after eight o'clock, so all the shows were about silliness or murder."|"Slaughterhouse 5"|"Kurt Vonnegut"|"unknown"
"20:03"|"8:03 p.m."|"He must have been startled to hear a knock on his office door at 8:03 p.m. and even more surprised when Pete peered inside."|"The Truth Machine"|"James L. Halperin"|"unknown"
"20:30"|"eight-thirty"|"By eight-thirty, with dusk growing too thick to be much different from night, the five searchers had grown to a dozen. "|"The Tommyknockers"|"Stephen King"|"unknown"
"20:30"|"eight thirty"|"Outside, the wind continued to rise. Every now and then it gave a blood-curdling scream around the eaves that made him look up from his book. Around eight thirty, the snow began. It was heavy and wet, quickly coating his window and blocking his view of the mountains. In a way, that was worse. The snow had blocked the windows in the Overlook, too."|"Doctor Sleep"|"Stephen King"|"unknown"
"20:35"|"8.35 p.m."|"Left Munich at 8.35 p.m. on 1st May, arriving at Vienna early the next morning"|"Dracula"|"Bram Stoker"|"unknown"
"20:42"|8.42|"The hand at this moment pointed to 8.42. The players took up their cards, but their eyes were constantly on the clock. One may safely say that, however secure they might feel, never had minutes seemed so long to them."|"Around the World in Eighty Days"|"Jules Verne"|"unknown"
"20:43"|8.43|"'8.43,' said Thomas Flanagan, as he cut the cards placed before him by Gauthier Ralph. There was a moment's pause, during which the spacious room was perfectly silent."|"Around the world in eighty days "|"Jules Verne"|"unknown"
"20:44"|"8.44!"|"The clock's pendulum beat every second with mathematical regularity, and each player could count every sixtieth of a minute as it struck his ear.""8.44!"" said John Sullivan, in a voice that betrayed his emotion.Only one minute more and the wager would be won."|"Around the World in Eighty Days"|"Jules Verne"|"unknown"
"20:45"|"a quarter to nine"|"When it got to be a quarter to nine and still no one had shown up, Gardener began to wonder if maybe they were quitting. He toyed with the idea as he sat in Bobbi’s rocker on the porch, fingering the big, puffy bruise on the side of his face where Bozeman had clouted him."|"The Tommyknockers"|"Stephen King"|"unknown"
"20:45"|8.45|"'It's not impossible,' Phileas said quietly.'I bet you 20,000 pounds I could do it. If I leave this evening on the 8.45 train to Dover, I can be back here at the Reform Club by 8.45 on Saturday 21 December. I'll get my passport stamped at every place i stop to prove I've been around the world.'"|"Around the World in Eighty Days "|"Jules Verne"|"unknown"
"20:46"|"around 08:45"|"I started my EVA around 08:45, same as always. I got my hammer and screwdriver and started chipping the trailer’s hull."|"The Martian"|"Andy Weir"|"unknown"
"20:47"|"around 08:45"|"I started my EVA around 08:45, same as always. I got my hammer and screwdriver and started chipping the trailer’s hull."|"The Martian"|"Andy Weir"|"unknown"
"20:48"|"around 08:45"|"I started my EVA around 08:45, same as always. I got my hammer and screwdriver and started chipping the trailer’s hull."|"The Martian"|"Andy Weir"|"unknown"
"20:50"|"ten minutes before nine"|"all the clocks in London were striking ten minutes before nine."|"Around the world in eighty days "|"Jules Verne"|"unknown"
"21:00"|"9:00 P.M."|"It was almost 9:00 P.M. The full moon was blurred by drifting mist, and their blunted shadows led them across an open field, toward dark woods beyond."|"Jurassic Park"|"Michael Crichton"|"unknown"
"21:00"|"nine o’clock in the evening"|"It was nine o’clock in the evening, in Blackbury High Street. In the window of the electrical shop, nine TVs showed the same picture. Nine televisions projected their flickering screens at the empty air."|"Johnny and the Bomb"|"Terry Pratchett"|"unknown"
"21:00"|"900"|"I’ll run out of food around Sol 900. Also: Tell the crew I’m alive! What the fuck is wrong with you?"|"The Martian"|"Andy Weir"|"unknown"
"21:05"|"nine-five"|"Nine-five. A voice spoke from the study ceiling: ""Mrs. McClellan, which poem would you like this evening?"". The house was silent. The voice said at last, ""Since you express no preference, I shall select a poem at random."""|"There will come soft rains"|"Ray Bradbury"|"unknown"
"21:15"|"quarter past nine"|"Not too late to go back down to the Red Apple. Grab a bottle of something. Put all these unpleasant thoughts to bed. No. He was going to read his book. Lucas Davenport was on the case, and he was going to read his book. He closed it at quarter past nine and got into another rooming-house bed. I won’t sleep, he thought. Not with the wind screaming like that. But he did."|"Doctor Sleep"|"Stephen King"|"unknown"
"21:20"|"Nine-twenty"|"Grant knew animals often performed such mating rituals for hours at a time. They went without food, they paid attention to nothing else. . . .  He glanced at his watch. Nine-twenty."|"Jurassic Park"|"Michael Crichton"|"unknown"
"21:30"|"nine-thirty"|"Grant opened his eyes. Brilliant blue light was streaming into the building through the bars of the gate. Quartz light: the power was back on! Groggily, he looked at his watch. It was just nine-thirty. He’d been asleep only a couple of minutes."|"Jurassic Park"|"Michael Crichton"|"unknown"
"21:35"|"twenty-five to ten"|"Tess looked at her watch and was astounded to see it was only twenty-five to ten. It seemed that she had fed Fritzy double rations and left the house four years ago. Maybe five, She thought she heard an approaching engine, then decided she didn’t."|"Full Dark, No Stars"|"Stephen King"|"unknown"
"21:42"|"9:42 P.M."|"Langdon looked at his Mickey Mouse watch. 9:42 P.M."|"The Lost Symbol"|"Dan Brown"|"unknown"
"21:53"|"seven minutes to ten"|"People did not speak to her in such a manner. Her father was a lawyer. It was seven minutes to ten."|"Carrie"|"Stephen King"|"unknown"
"22:00"|"ten o’clock"|"“It was at ten o’clock to-day that the first of all Time Machines began its career. I gave it a last tap, tried all the screws again, put one more drop of oil on the quartz rod, and sat myself in the saddle. I suppose a suicide who holds a pistol to his skull feels much the same wonder at what will come next as I felt then.”"|"The Time Machine"|"H.G. Wells"|"unknown"
"22:00"|"ten o’clock"|"At night, a quiet so vast it seemed it seemed almost to reverberate. Few cars passed on Route 114, and after ten o’clock or so there were none at all. After ten, the part of the world where I had come to rest belonged only to the loons and the wind in the fir trees."|"11:22:63"|"Stephen King"|"unknown"
"22:00"|"2200 hours"|"He glanced at the clock. 2200 hours. Getting on toward midnight. He hurried to dress."|"The Andromeda Strain"|"Michael Crichton"|"unknown"
"22:02"|"10.02pm."|"It was now 10.02pm. He has less than two hours."|"The Lost Symbol"|"Dan Brown"|"unknown"
"22:11"|"eleven minutes past ten"|"Therefore a sergeant called Trifonov had been on post all day or all week and then he had left at eleven minutes past ten in the evening."|"The Enemy"|"Lee Child"|"unknown"
"22:23"|"10:23"|"At 10:23:47, the Reactor 2 safety subsystem reported a drop in primary sodium coolant pressure and initiated a safe shutdown of the reactor."|"Saturn Run"|"John Sandford"|"unknown"
"22:30"|"ten-thirty"|"They have their first fight at ten-thirty that night. It’s over who’s going to sleep in the bed and who’s going to sleep on the couch. Billy insists that she take the bed, says he’ll be fine on the couch. “That’s sexist.” “Sleeping on the couch is sexist? Are you kidding me?” “Being a manly man is sexist. You’re too long for it. Your feet will hang out on the floor.”"|"Billy Summers"|"Stephen King"|"unknown"
"22:40"|"It’s twenty to eleven"|"When fifteen minutes have passed and the bogus DPW truck hasn’t returned, Billy decides they have either moved on to another part of the city, maybe to check out the house on Evergreen Street, or have gone back to the McMansion to await further orders from Nick. He closes the curtain, shutting out the view, and looks at his watch. It’s twenty to eleven. How time flies when you’re having fun, he thinks."|"Billy Summers"|"Stephen King"|"unknown"
"23:00"|"eleven o’clock"|"“Your detention will take place at eleven o’clock tonight. Meet Mr. Filch in the entrance hall.” "|"Harry Potter and the Sorcerer’s Stone"|"J.K. Rowling"|"unknown"
"23:00"|"eleven o'clock"|"When they reached the top of the Astronomy Tower at eleven o'clock, they found a perfect night for stargazing, cloudless and still."|"Harry Potter and the Order of the Phoenix "|"JK Rowling"|"unknown"
"23:00"|"23:00"|"The ship’s computer, under the direction of the ship’s doctor, would be killing the lights in her room in half an hour, at 23:00."|"Saturn Run"|"John Sandford"|"unknown"
"23:02"|"11:02 P.M."|"I ended the call. I looked in Recents to make sure I HAD called. His number was there, along with the time - 11:02 P.M. I turned off my phone and put it on the night table. I turned off my lamp and was asleep almost at once."|"If it Bleeds"|"Stephen King"|"unknown"
"23:04"|"11:04 p.m."|"At 11:04 p.m., you returned upstairs to Mr. Scoggins’s office for several minutes—alone. We have it all on digital record. Can you enlighten us as to why?"|"The Truth Machine"|"James L. Halperin"|"unknown"
"23:07"|"11.07 pm"|"At 11.07 pm, Samuel ""Gunner"" Wilson was moving at 645 miles per hour over the Mojave Desert. Up ahead in the moonlinght, he saw the twin lead jets, their afterburners glowing angrily in the night sky."|"The Andromeda Strain"|"Michael Crichton"|"unknown"
"23:08"|"11:08"|"“This is my first pass,” Wilson said. “East to west, at 11:08. We’re looking from the left-wing camera which is running at ninety-six frames per second. As you can see, my altitude is falling rapidly. Straight ahead is the main street of the target …”"|"The Andromeda Strain"|"Michael Crichton"|"unknown"
"23:10"|"Ten past eleven"|"She backed down the driveway, checked for traffic, and turned toward the turnpike. Ten past eleven. Plenty of time. That’s what she thought then."|"If it Bleeds"|"Stephen King"|"unknown"
"23:26"|"11:26 p.m."|"Los Angeles. 11:26 p.m. In a dark red room- the color of the walls is close to that of raw liver- is a tall woman dressed cartoonishly in too-tight silk shorts, her breasts pulled up and pressed forward by the yellow blouse tied beneath them."|"American Gods"|"Neil Gaiman"|"unknown"
"23:30"|"eleven-thirty"|"He came into their bedroom at just past eleven-thirty. He’d taken his muddy shoes off downstairs, and was trying to be quiet, but he heard the rustle of bedclothes in the dark and knew she was awake."|"If it Bleeds"|"Stephen King"|"unknown"
"23:34"|"eleven thirty-four"|"Reacher retrieved his G36 from under the saloon bar window at eleven thirty-four precisely and set out to walk back on the road, which he figured would make the return trip faster."|"The Hard Way"|"Lee Child"|"unknown"
"23:40"|"11:40"|"We all have the maps and appliances of various kinds that can be had. Professor Van Helsing and I are to leave by the 11:40 train tonight for Veresti, where we are to get a carriage to drive to the Borgo Pass. We are bringing a good deal of ready money, as we are to buy a carriage and horses."|"Dracula "|"Bram Stoker"|"unknown"
"23:45"|"11:45"|"A Secret Service agent, in the middle car of a three-car caravan, delivered a sealed package to Chong at 11:45."|"Saturn Run"|"John Sandford"|"unknown"
"23:54"|"11:54 p.m."|"Or so he thought. Arriving home at 11:54 p.m., he found Jennifer waiting on the couch."|"The Truth Machine"|"James L. Halperin"|"unknown"
"23:55"|"five to twelve"|"It’s five to twelve Hermione, three turns should suffice. Good luck. Dumbledore stepped out and lifted his wand to magically seal the door"|"Harry Potter and the Prisoner of Azkaban"|"J.K. Rowling"|"unknown"
"23:55"|"five minutes to midnight"|"""I am going to lock you in. It is-"" he consulted his watch, ""five minutes to midnight. Miss Granger, three turns should do it. Good luck."""|"Harry Potter and the Prisoner of Azkaban "|"J. K. Rowling"|"unknown"
"23:58"|"two minutes to midnight"|"You got to let the world go to hell in its own way, Gard, two minutes to midnight or not."|"The Tommyknockers"|"Stephen King"|"unknown"
